Nombre,URL,Lenguaje Principal,AWS,Azure,Docker,GitHub Actions,Google Cloud,Heroku,Netlify,Terraform,Vercel
proyecto-si889-2025-i-u1-chite_paja,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u1-chite_paja,HTML,False,False,False,False,False,False,False,False,False
proyecto-si889-2025-i-u1-docucode-ai,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u1-docucode-ai,PHP,False,False,False,True,False,False,False,False,False
proyecto-si885-2025-i-u1-chambi_flores_leyva,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-i-u1-chambi_flores_leyva,Python,False,False,False,False,False,False,False,False,False
proyecto-si889-2025-i-u1-tapia_poma_ayma,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u1-tapia_poma_ayma,Dart,False,False,False,True,False,False,False,False,False
proyecto-si889-2025-i-u1-team_fm_fr_fv,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u1-team_fm_fr_fv,C#,False,True,False,True,False,False,False,True,False
proyecto-si889-2025-i-u1-proyecto_chambenina_patrones,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u1-proyecto_chambenina_patrones,Dart,False,False,False,True,False,False,False,False,False
proyecto-si889-2025-i-u1-ccalli_cespedes,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u1-ccalli_cespedes,HCL,False,False,False,True,False,False,False,True,False
proyecto-si784-2025-i-u2-documentos-ia,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-i-u2-documentos-ia,JavaScript,False,False,False,True,False,True,False,False,True
proyecto-si784-2025-i-u2-documentos_datafiller,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-i-u2-documentos_datafiller,HTML,False,True,False,True,False,False,False,True,False
proyecto-si784-2025-i-u2-markdown2video,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-i-u2-markdown2video,PHP,True,False,False,True,False,False,False,True,False
proyecto-si784-2025-i-u2-syntax,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-i-u2-syntax,HTML,False,False,False,True,False,False,False,True,False
proyecto-si889-2025-i-u2-pianorise_agreda_contreras_ortiz,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u2-pianorise_agreda_contreras_ortiz,HTML,False,True,False,True,False,False,False,True,False
proyecto-si889-2025-i-u2-poma_ayma_tapia,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u2-poma_ayma_tapia,Dart,False,False,False,True,False,False,False,False,False
proyecto-si784-2025-i-u2-scae-upt,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-i-u2-scae-upt,HTML,False,False,False,True,False,False,False,True,False
proyecto-si889-2025-i-u2-chambe_nina_condori,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u2-chambe_nina_condori,C,False,False,False,True,False,False,False,False,False
proyecto-si889-2025-i-u2-leyva_chambi_floresq,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u2-leyva_chambi_floresq,Python,False,True,True,True,False,False,False,True,False
proyecto-si889-2025-i-u2-lupaca_viveros_jarro,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u2-lupaca_viveros_jarro,PHP,False,False,False,True,False,False,False,True,False
proyecto-si885-2025-i-u2-grupo_fv_fr_fm,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-i-u2-grupo_fv_fr_fm,Python,True,False,False,True,False,False,False,True,False
proyecto-si889-2025-i-u2-ticonamartinezperez,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u2-ticonamartinezperez,JavaScript,False,False,False,True,False,False,False,True,False
proyecto-si885-2025-i-u2-chambi_floresqf_leyva,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-i-u2-chambi_floresqf_leyva,Python,False,False,False,True,False,False,False,True,False
proyecto-si885-2025-i-u2-grupo_bc_ch_rv,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-i-u2-grupo_bc_ch_rv,TSQL,False,True,False,True,False,False,False,True,False
proyecto-si885-2025-i-u2-grupo_ac_pm_tv,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-i-u2-grupo_ac_pm_tv,Python,False,False,False,True,False,False,False,True,False
proyecto-si885-2025-i-u2-grupo_hc_pc,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-i-u2-grupo_hc_pc,Python,False,True,False,True,False,False,False,True,False
proyecto-si889-2025-i-u2-floresr_floresm_fernandezv,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u2-floresr_floresm_fernandezv,TypeScript,True,False,True,True,False,False,False,True,False
proyecto-si784-2025-i-u2-deadline-collision-predictor,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-i-u2-deadline-collision-predictor,JavaScript,False,True,True,True,False,True,False,True,False
proyecto-si889-2025-i-u2-scannerweb_ccalli_jarro,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u2-scannerweb_ccalli_jarro,HTML,False,False,False,True,False,False,False,False,False
proyecto-si889-2025-i-u3-ticona-martinez-perez,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u3-ticona-martinez-perez,Python,False,False,False,True,False,False,False,True,True
proyecto-si885-2025-i-u3-ayma_poma_tapiaa,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-i-u3-ayma_poma_tapiaa,TSQL,False,False,False,True,False,False,False,True,False
proyecto-si889-2025-i-u3-agreda-contreras-ortiz,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u3-agreda-contreras-ortiz,HTML,False,True,False,True,False,False,False,True,False
proyecto-si885-2025-i-u3-floresq_chambi_leyvas,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-i-u3-floresq_chambi_leyvas,Python,False,False,False,True,False,False,False,True,False
proyecto-si885-2025-i-u3-fernandez_floresr_floresm,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-i-u3-fernandez_floresr_floresm,Python,False,False,False,False,False,False,False,False,False
proyecto-si889-2025-i-u3-chambe-nina-condori,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u3-chambe-nina-condori,C,False,False,False,False,False,False,False,False,False
proyecto-si889-2025-i-u3-florer_floresm_fernandezv,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u3-florer_floresm_fernandezv,TypeScript,True,False,True,True,False,False,False,True,False
proyecto-si889-2025-i-u3-docucode-ai-1,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u3-docucode-ai-1,HCL,False,False,False,True,False,False,False,True,False
proyecto-si885-2025-i-u3-chite_hinojosa_villanueva,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-i-u3-chite_hinojosa_villanueva,TSQL,False,True,False,True,False,False,False,True,False
proyecto-si889-2025-i-u3-chite-floresq-leyva-chambi,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-i-u3-chite-floresq-leyva-chambi,Python,False,True,True,True,False,False,False,True,False
proyecto-si784-2025-i-u3-scaeupt,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-i-u3-scaeupt,HTML,False,False,False,True,False,False,False,True,False
proyecto-si784-2025-i-u3-grupo_markdown2video,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-i-u3-grupo_markdown2video,PHP,False,False,False,False,False,False,False,False,False
proyecto-si784-2025-i-u3-datafiller,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-i-u3-datafiller,HTML,False,True,False,True,False,False,False,True,False
proyecto-si784-2025-i-u3-docugen-ai,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-i-u3-docugen-ai,JavaScript,False,False,False,False,False,False,False,False,False
proyecto-si885-2025-i-u3-paja_hernadnez,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-i-u3-paja_hernadnez,Python,False,True,False,True,False,False,False,True,False
proyecto-si784-2025-i-u3-estudiantes-de-syntax,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-i-u3-estudiantes-de-syntax,PHP,False,True,False,True,False,False,False,False,False
proyecto-si784-2025-ii-u1-grupo-acc,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-ii-u1-grupo-acc,JavaScript,False,False,False,False,False,False,False,False,False
proyecto-si889-2025-ii-u1-cabrera_melendez,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-ii-u1-cabrera_melendez,C++,False,False,False,True,False,False,False,False,False
proyecto-si885-2025-ii-u1-animalsight-dashboard,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-ii-u1-animalsight-dashboard,Python,False,True,False,True,False,False,False,True,False
proyecto-si885-2025-ii-u1-fistdev,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-ii-u1-fistdev,Python,False,False,False,False,False,False,False,False,False
proyecto-si784-2025-ii-u1-grupo-_sab_bcc_frlv,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-ii-u1-grupo-_sab_bcc_frlv,HTML,False,False,False,False,False,False,False,False,False
proyecto-si784-2025-ii-u1-grupo-707,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-ii-u1-grupo-707,TeX,False,False,False,False,False,False,False,False,False
proyecto-si784-2025-ii-u1-grupo-vh_,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-ii-u1-grupo-vh_,Dart,False,False,False,False,False,False,False,False,False
proyecto-si784-2025-ii-u1-devsters,https://github.com/UPT-FAING-EPIS/proyecto-si784-2025-ii-u1-devsters,HCL,False,False,False,True,False,False,False,True,False
proyecto-si885-2025-ii-u1-camac_rosas,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-ii-u1-camac_rosas,Python,False,False,False,False,False,False,False,False,False
proyecto-si889-2025-ii-u1-fistdev2,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-ii-u1-fistdev2,HTML,False,False,False,False,False,False,False,False,False
proyecto-si889-2025-ii-u1-huaman_ancco_rivera,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-ii-u1-huaman_ancco_rivera,Java,False,False,False,False,False,False,False,False,False
proyecto-si885-2025-ii-u1-easybeca-dashboard,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-ii-u1-easybeca-dashboard,Python,False,False,False,False,False,False,False,False,False
proyecto-si889-2025-ii-u1-game-on,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-ii-u1-game-on,PHP,False,True,False,True,False,False,False,True,False
proyecto-si885-2025-ii-u1-proyectos-participantes-epis,https://github.com/UPT-FAING-EPIS/proyecto-si885-2025-ii-u1-proyectos-participantes-epis,HTML,False,False,False,True,True,False,True,True,True
proyecto-si889-2025-ii-u1-delacruz_mamani,https://github.com/UPT-FAING-EPIS/proyecto-si889-2025-ii-u1-delacruz_mamani,HTML,False,False,False,False,False,False,False,False,False
